"trip_id","arrival_time","departure_time","stop_id","stop_sequence","pickup_type","drop_off_type"
"GO103_25_6610","08:31:00","08:31:00","153","3","0","0"
"GO103_25_6610","08:36:00","08:36:00","111","4","0","0"
"GO103_25_6610","08:45:00","08:45:00","202","5","0","0"
"GO103_25_6610","08:51:00","08:51:00","193","6","0","0"
"GO103_25_6610","08:56:00","08:56:00","14","7","0","0"
"GO103_25_6610","09:08:00","09:08:00","164","8","0","0"
"GO103_25_6611","08:07:00","08:07:00","164","1","0","0"
"GO103_25_6611","08:18:00","08:18:00","14","2","0","0"
"GO103_25_6611","08:23:00","08:23:00","193","3","0","0"
"GO103_25_6611","08:28:00","08:28:00","202","4","0","0"
"GO103_25_6611","08:36:00","08:36:00","111","5","0","0"
"GO103_25_6611","08:43:00","08:43:00","153","6","0","0"
"GO103_25_6611","08:48:00","08:48:00","78","7","0","0"
"GO103_25_6611","08:55:00","08:55:00","91","8","0","0"
"GO103_25_6612","09:55:00","09:55:00","91","1","0","0"
"GO103_25_6612","10:00:00","10:00:00","78","2","0","0"
"GO103_25_6612","10:05:00","10:05:00","153","3","0","0"
"GO103_25_6612","10:10:00","10:10:00","111","4","0","0"
"GO103_25_6612","10:18:00","10:18:00","202","5","0","0"
"GO103_25_6612","10:24:00","10:24:00","193","6","0","0"
"GO103_25_6612","10:30:00","10:30:00","14","7","0","0"
"GO103_25_6612","10:42:00","10:42:00","164","8","0","0"
"GO103_25_6613","09:39:00","09:39:00","164","1","0","0"
"GO103_25_6613","09:51:00","09:51:00","14","2","0","0"
"GO103_25_6613","09:57:00","09:57:00","193","3","0","0"
"GO103_25_6613","10:02:00","10:02:00","202","4","0","0"
"GO103_25_6613","10:10:00","10:10:00","111","5","0","0"
"GO103_25_6613","10:16:00","10:16:00","153","6","0","0"
"GO103_25_6613","10:21:00","10:21:00","78","7","0","0"
"GO103_25_6613","10:27:00","10:27:00","91","8","0","0"
"GO103_25_6614","11:21:00","11:21:00","91","1","0","0"
"GO103_25_6614","11:26:00","11:26:00","78","2","0","0"
"GO103_25_6614","11:31:00","11:31:00","153","3","0","0"
"GO103_25_6614","11:36:00","11:36:00","111","4","0","0"
"GO103_25_6614","11:45:00","11:45:00","202","5","0","0"
"GO103_25_6614","11:51:00","11:51:00","193","6","0","0"
"GO103_25_6614","11:56:00","11:56:00","14","7","0","0"
"GO103_25_6614","12:08:00","12:08:00","164","8","0","0"
"GO103_25_6615","11:06:00","11:06:00","164","1","0","0"
"GO103_25_6615","11:17:00","11:17:00","14","2","0","0"
"GO103_25_6615","11:23:00","11:23:00","193","3","0","0"
"GO103_25_6615","11:28:00","11:28:00","202","4","0","0"
"GO103_25_6615","11:36:00","11:36:00","111","5","0","0"
"GO103_25_6615","11:43:00","11:43:00","153","6","0","0"
"GO103_25_6615","11:48:00","11:48:00","78","7","0","0"
"GO103_25_6615","11:55:00","11:55:00","91","8","0","0"
"GO103_25_6650","12:55:00","12:55:00","91","1","0","0"
"GO103_25_6650","13:00:00","13:00:00","78","2","0","0"
"GO103_25_6650","13:05:00","13:05:00","153","3","0","0"
"GO103_25_6650","13:10:00","13:10:00","111","4","0","0"
"GO103_25_6650","13:18:00","13:18:00","202","5","0","0"
"GO103_25_6650","13:24:00","13:24:00","193","6","0","0"
"GO103_25_6650","13:30:00","13:30:00","14","7","0","0"
"GO103_25_6650","13:42:00","13:42:00","164","8","0","0"
"GO103_25_6652","14:21:00","14:21:00","91","1","0","0"
"GO103_25_6652","14:26:00","14:26:00","78","2","0","0"
"GO103_25_6652","14:31:00","14:31:00","153","3","0","0"
"GO103_25_6652","14:36:00","14:36:00","111","4","0","0"
"GO103_25_6652","14:45:00","14:45:00","202","5","0","0"
"GO103_25_6652","14:51:00","14:51:00","193","6","0","0"
"GO103_25_6652","14:56:00","14:56:00","14","7","0","0"
"GO103_25_6652","15:08:00","15:08:00","164","8","0","0"
"GO103_25_6653","12:39:00","12:39:00","164","1","0","0"
"GO103_25_6653","12:51:00","12:51:00","14","2","0","0"
"GO103_25_6653","12:57:00","12:57:00","193","3","0","0"
"GO103_25_6653","13:02:00","13:02:00","202","4","0","0"
"GO103_25_6653","13:10:00","13:10:00","111","5","0","0"
"GO103_25_6653","13:16:00","13:16:00","153","6","0","0"
"GO103_25_6653","13:21:00","13:21:00","78","7","0","0"
"GO103_25_6653","13:27:00","13:27:00","91","8","0","0"
"GO103_25_6654","15:55:00","15:55:00","91","1","0","0"
"GO103_25_6654","16:00:00","16:00:00","78","2","0","0"
"GO103_25_6654","16:05:00","16:05:00","153","3","0","0"
"GO103_25_6654","16:10:00","16:10:00","111","4","0","0"
"GO103_25_6654","16:18:00","16:18:00","202","5","0","0"
"GO103_25_6654","16:24:00","16:24:00","193","6","0","0"
"GO103_25_6654","16:30:00","16:30:00","14","7","0","0"
"GO103_25_6654","16:42:00","16:42:00","164","8","0","0"
"GO103_25_6655","14:06:00","14:06:00","164","1","0","0"
"GO103_25_6655","14:17:00","14:17:00","14","2","0","0"
"GO103_25_6655","14:23:00","14:23:00","193","3","0","0"
"GO103_25_6655","14:28:00","14:28:00","202","4","0","0"
"GO103_25_6655","14:36:00","14:36:00","111","5","0","0"
"GO103_25_6655","14:43:00","14:43:00","153","6","0","0"
"GO103_25_6655","14:48:00","14:48:00","78","7","0","0"
"GO103_25_6655","14:55:00","14:55:00","91","8","0","0"
"GO103_25_6656","17:21:00","17:21:00","91","1","0","0"
"GO103_25_6656","17:26:00","17:26:00","78","2","0","0"
"GO103_25_6656","17:31:00","17:31:00","153","3","0","0"
"GO103_25_6656","17:36:00","17:36:00","111","4","0","0"
"GO103_25_6656","17:45:00","17:45:00","202","5","0","0"
"GO103_25_6656","17:51:00","17:51:00","193","6","0","0"
"GO103_25_6656","17:56:00","17:56:00","14","7","0","0"
"GO103_25_6656","18:08:00","18:08:00","164","8","0","0"
"GO103_25_6657","15:39:00","15:39:00","164","1","0","0"
"GO103_25_6657","15:51:00","15:51:00","14","2","0","0"
"GO103_25_6657","15:57:00","15:57:00","193","3","0","0"
"GO103_25_6657","16:02:00","16:02:00","202","4","0","0"
"GO103_25_6657","16:10:00","16:10:00","111","5","0","0"
"GO103_25_6657","16:16:00","16:16:00","153","6","0","0"
"GO103_25_6657","16:21:00","16:21:00","78","7","0","0"
"GO103_25_6657","16:27:00","16:27:00","91","8","0","0"
"GO103_25_6659","17:06:00","17:06:00","164","1","0","0"
"GO103_25_6659","17:17:00","17:17:00","14","2","0","0"
"GO103_25_6659","17:23:00","17:23:00","193","3","0","0"
"GO103_25_6659","17:28:00","17:28:00","202","4","0","0"
"GO103_25_6659","17:36:00","17:36:00","111","5","0","0"
"GO103_25_6659","17:43:00","17:43:00","153","6","0","0"
"GO103_25_6659","17:48:00","17:48:00","78","7","0","0"
"GO103_25_6659","17:55:00","17:55:00","91","8","0","0"
"GO103_25_6660","18:55:00","18:55:00","91","1","0","0"
"GO103_25_6660","19:00:00","19:00:00","78","2","0","0"
"GO103_25_6660","19:05:00","19:05:00","153","3","0","0"
"GO103_25_6660","19:10:00","19:10:00","111","4","0","0"
"GO103_25_6660","19:18:00","19:18:00","202","5","0","0"
"GO103_25_6660","19:24:00","19:24:00","193","6","0","0"
"GO103_25_6660","19:30:00","19:30:00","14","7","0","0"
"GO103_25_6660","19:42:00","19:42:00","164","8","0","0"
"GO103_25_6661","18:39:00","18:39:00","164","1","0","0"
"GO103_25_6661","18:51:00","18:51:00","14","2","0","0"
"GO103_25_6661","18:57:00","18:57:00","193","3","0","0"
"GO103_25_6661","19:02:00","19:02:00","202","4","0","0"
"GO103_25_6661","19:10:00","19:10:00","111","5","0","0"
"GO103_25_6661","19:16:00","19:16:00","153","6","0","0"
"GO103_25_6661","19:21:00","19:21:00","78","7","0","0"
"GO103_25_6661","19:27:00","19:27:00","91","8","0","0"
"GO103_25_6662","20:21:00","20:21:00","91","1","0","0"
"GO103_25_6662","20:26:00","20:26:00","78","2","0","0"
"GO103_25_6662","20:31:00","20:31:00","153","3","0","0"
"GO103_25_6662","20:36:00","20:36:00","111","4","0","0"
"GO103_25_6662","20:45:00","20:45:00","202","5","0","0"
"GO103_25_6662","20:51:00","20:51:00","193","6","0","0"
"GO103_25_6662","20:56:00","20:56:00","14","7","0","0"
"GO103_25_6662","21:08:00","21:08:00","164","8","0","0"
"GO103_25_6663","20:06:00","20:06:00","164","1","0","0"
"GO103_25_6663","20:17:00","20:17:00","14","2","0","0"
"GO103_25_6663","20:23:00","20:23:00","193","3","0","0"
"GO103_25_6663","20:28:00","20:28:00","202","4","0","0"
"GO103_25_6663","20:36:00","20:36:00","111","5","0","0"
"GO103_25_6663","20:43:00","20:43:00","153","6","0","0"
"GO103_25_6663","20:48:00","20:48:00","78","7","0","0"
"GO103_25_6663","20:55:00","20:55:00","91","8","0","0"
"GO103_25_6664","21:55:00","21:55:00","91","1","0","0"
"GO103_25_6664","22:00:00","22:00:00","78","2","0","0"
"GO103_25_6664","22:05:00","22:05:00","153","3","0","0"
"GO103_25_6664","22:10:00","22:10:00","111","4","0","0"
"GO103_25_6664","22:18:00","22:18:00","202","5","0","0"
"GO103_25_6664","22:24:00","22:24:00","193","6","0","0"
"GO103_25_6664","22:30:00","22:30:00","14","7","0","0"
"GO103_25_6664","22:42:00","22:42:00","164","8","0","0"
"GO103_25_6665","21:39:00","21:39:00","164","1","0","0"
"GO103_25_6665","21:51:00","21:51:00","14","2","0","0"
"GO103_25_6665","21:57:00","21:57:00","193","3","0","0"
"GO103_25_6665","22:02:00","22:02:00","202","4","0","0"
"GO103_25_6665","22:10:00","22:10:00","111","5","0","0"
"GO103_25_6665","22:16:00","22:16:00","153","6","0","0"
"GO103_25_6665","22:21:00","22:21:00","78","7","0","0"
"GO103_25_6665","22:27:00","22:27:00","91","8","0","0"
"GO103_25_6666","23:50:00","23:50:00","91","1","0","0"
"GO103_25_6666","23:56:00","23:56:00","78","2","0","0"
"GO103_25_6666","24:01:00","24:01:00","153","3","0","0"
"GO103_25_6666","24:07:00","24:07:00","111","4","0","0"
"GO103_25_6666","24:15:00","24:15:00","202","5","0","0"
"GO103_25_6666","24:20:00","24:20:00","193","6","0","0"
"GO103_25_6666","24:26:00","24:26:00","14","7","0","0"
"GO103_25_6666","24:37:00","24:37:00","164","8","0","0"
"GO103_25_6667","23:27:00","23:27:00","164","1","0","0"
"GO103_25_6667","23:38:00","23:38:00","14","2","0","0"
"GO103_25_6667","23:44:00","23:44:00","193","3","0","0"
"GO103_25_6667","23:50:00","23:50:00","202","4","0","0"
"GO103_25_6667","23:58:00","23:58:00","111","5","0","0"
"GO103_25_6667","24:05:00","24:05:00","153","6","0","0"
"GO103_25_6667","24:10:00","24:10:00","78","7","0","0"
"GO103_25_6667","24:15:00","24:15:00","91","8","0","0"
"GO103_25_6701","00:15:00","00:15:00","84","1","0","0"
"GO103_25_6701","00:18:00","00:18:00","36","2","0","0"
"GO103_25_6701","00:22:00","00:22:00","68","3","0","0"
"GO103_25_6701","00:25:00","00:25:00","149","4","0","0"
